pr01,pr02,pr03r,pr04r,pr05,pr06,pr07,pr08,pr09,pr10,au01,au02,co01,co02,co03,co04,co05,co06,co07r,co08,co09,co10,au03,au04,au05,ut01,ut02,ut03r,ut04,ut05,ut06,ut07,ut08,ut09,ut10r,ut11,ut12,au06,au07,fa01,fa02r,fa03,fa04,fa05,fa06,fa07r,fa08r,fa09r,fa10,au08,au09,au10,de01,de02,de03,de04r,de05,de06,de07,de08,de09r,de10,de11r,au11,au12,un01,un02,un03,un04,un05,un06r,un07,un08,un09,un10,un11,un12,au13,au14,au15,gt01,gt02,gt03,gt04,gt05,gt06,socnet,vk,fb,tw,in,tt,yt,freqvk,freqfb,freqtw,freqin,freqtt,freqyt,expvk,expfb,exptw,expin,exptt,expyt,dighelp,siri,alice,salut,oleg,alex,mia,mts,ggle,oth,oth_text,expsiri,expalice,expsalut,expoleg,expalex,expmia,expmts,expggle,expoth,expoth_text,selfdrcar,selfdrexp,selfdrsafe,eduai,eduaiexp,age,sex,edulvl1,spec1,edu2,edulvl2,spec2,jobfield,jobpos,city,id
3,3,1,2,2,3,2,3,3,4,0,4,3,2,3,4,3,4,5,2,3,3,3,1,2,5,5,0,4,4,3,3,4,5,3,3,5,5,3,1,3,1,2,2,3,2,3,3,2,1,5,3,4,3,3,3,4,4,3,3,1,3,2,5,0,3,4,4,4,3,3,3,4,4,3,4,4,1,4,2,1,2,3,4,2,3,1,1,0,0,1,1,1,3,-2,-2,3,3,3,2,-2,-2,4,4,4,1,1,1,0,0,0,0,0,0,0,-2,4,4,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,1,3,22,m,college,Строительство,0,-2,-2,-,-,Азов,rptyTtS8Vb
4,4,2,1,2,5,3,4,5,4,0,4,3,1,4,5,1,2,1,0,1,3,3,1,2,5,5,0,5,4,5,3,4,4,3,3,5,5,3,3,3,0,2,2,3,2,1,2,2,1,5,3,3,2,2,4,5,3,5,3,0,3,1,5,0,3,0,3,2,3,3,0,3,3,0,3,3,1,4,1,1,2,3,3,1,3,1,1,0,0,1,1,1,3,-2,-2,2,2,3,4,-2,-2,3,4,5,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,22,f,college,Технолог молока и молочной продукции,0,-2,-2,-,-,Омск,LLtBwgD8i4
3,4,2,2,2,2,2,4,2,3,0,4,2,3,3,3,2,3,3,2,2,2,3,1,2,3,3,2,3,2,2,0,3,4,5,2,2,5,3,2,2,2,1,2,2,3,2,2,2,1,5,3,2,2,2,3,3,2,2,3,2,2,3,5,0,2,2,2,3,2,3,2,3,2,3,2,3,1,4,2,3,3,3,3,2,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,1,0,0,0,0,0,0,-2,-2,3,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,30,f,college,менеджер по продажам,0,-2,-2,Строительство и дизайн,-,Екатеринбург,YgDElYfvE0
4,2,3,4,3,1,2,5,3,5,0,4,3,3,4,3,5,3,4,2,2,3,3,1,2,4,5,0,1,4,5,3,3,5,3,4,3,5,3,3,1,2,2,3,4,4,5,3,4,1,5,3,3,1,2,4,5,1,1,3,2,4,5,5,0,2,2,5,2,2,4,2,2,0,2,2,3,1,4,2,0,1,2,1,3,3,1,1,1,0,0,0,0,3,1,-2,-2,-2,-2,1,0,-2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,39,f,bachelor,Экономика,0,-2,-2,Социальная,Менеджер,Краснодар,OhKU30XCaG
3,3,2,2,4,2,4,3,4,3,0,4,3,3,3,4,3,3,3,2,2,3,3,1,2,5,4,0,1,4,3,3,4,4,2,5,4,5,3,3,3,2,2,3,3,2,2,3,2,1,5,3,3,4,3,4,5,5,3,3,0,3,1,5,0,4,4,3,4,4,2,3,4,3,4,4,4,1,4,2,1,1,2,2,1,3,1,1,0,0,1,0,1,3,-2,-2,2,-2,2,3,-2,-2,3,-2,3,1,1,1,0,0,0,0,0,0,0,-2,3,5,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,38,f,specialist,"Преподаватель рус. яз., лит-ры и ин. языка",0,-2,-2,-,-,Жуковский,Ty5Nj7Q7qy
4,4,2,2,3,4,3,4,3,3,0,4,4,3,4,4,4,4,4,2,1,3,3,1,2,3,4,1,1,3,4,5,4,4,2,3,3,5,3,3,5,4,4,2,3,2,3,2,1,1,0,3,4,3,2,3,5,3,3,3,0,3,3,3,5,4,4,3,3,4,1,2,3,3,3,4,3,1,4,2,3,3,3,1,3,3,1,1,0,0,0,0,0,3,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,47,f,college,Оператор пк,0,-2,-2,Логистика,Оператор пк,Москва,yKRggPRMUp
2,2,2,3,2,3,2,3,3,3,0,4,2,1,3,3,2,2,4,2,2,2,3,1,2,3,3,1,3,2,3,2,4,3,4,2,3,5,3,2,4,1,4,1,2,3,4,3,2,1,5,3,3,2,3,3,4,2,3,3,1,3,2,5,0,2,2,3,2,2,3,2,3,2,2,2,2,1,4,2,2,2,2,2,3,2,1,1,0,0,1,0,1,3,-2,-2,3,-2,3,4,-2,-2,4,-2,4,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,28,m,college,Бухгалтер,0,-2,-2,-,-,Казань,JCGnLqMlIW
4,3,1,2,1,4,3,3,4,4,0,4,2,2,3,4,1,3,5,3,1,2,3,1,2,4,3,2,3,2,3,3,4,4,4,3,2,5,3,2,4,1,1,2,2,1,2,4,1,1,5,3,3,3,2,3,4,2,3,3,1,1,3,5,0,2,3,4,3,3,2,3,3,3,2,1,3,1,4,2,3,3,3,3,2,1,1,0,0,1,0,0,1,-2,-2,3,-2,-2,3,-2,-2,1,-2,-2,3,1,1,1,0,0,0,0,0,0,0,-2,3,4,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,45,m,specialist,юриспруденция,1,specialist,автоматизация м связь,безопасность персонала,начальник отдела,Ростов-на-Дону,QOT10tHumC
3,3,2,1,0,1,1,3,1,2,0,4,1,2,2,3,1,3,3,1,1,1,3,1,2,4,4,1,3,0,3,1,2,2,5,1,1,5,3,2,4,1,1,1,1,3,4,5,0,1,5,3,0,1,2,3,5,0,3,2,0,0,3,5,0,4,4,5,4,4,1,3,4,4,4,4,4,1,4,2,1,2,3,2,1,2,1,0,1,1,1,0,1,-2,1,3,2,-2,3,-2,3,1,4,-2,3,1,0,1,1,0,0,0,0,0,0,-2,-2,4,4,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,44,m,college,специалист по таможенному оформлению,0,-2,-2,финансы,аналитик,Санкт-Петербург,7C64sA56mR
4,2,1,0,2,3,4,4,3,4,0,4,3,4,4,5,1,3,4,1,1,1,3,1,2,5,4,0,4,4,5,4,4,4,3,3,4,5,3,3,1,0,1,3,2,2,1,2,3,1,5,3,4,3,1,5,5,2,3,3,1,1,1,5,0,4,4,4,4,4,2,4,4,1,1,5,3,1,4,2,1,1,1,1,2,3,1,1,1,1,1,1,1,3,0,0,2,2,3,5,2,1,4,4,5,1,1,1,0,0,0,0,0,1,0,-2,5,5,-2,-2,-2,-2,-2,5,-2,-2,0,-2,-2,0,-2,32,m,specialist,технология продуктов общественного питания,0,-2,-2,грузоперевозки,водитель,тольятти,dyWCwP0cR4
1,3,4,2,2,1,2,3,1,1,0,4,3,2,3,3,3,3,4,4,2,2,3,1,2,3,3,0,3,3,1,2,3,2,2,2,2,5,3,4,1,4,1,3,3,1,3,2,3,1,5,3,1,2,1,2,3,1,2,2,1,1,3,5,0,3,3,3,3,4,2,2,4,2,3,4,4,1,4,2,1,1,2,2,1,2,1,1,1,0,1,0,1,3,2,-2,3,-2,3,3,1,-2,2,-2,3,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,1,3,30,f,bachelor,Экономическое,0,-2,-2,-,-,Саратов,QPFanCUuVX
4,2,3,2,2,1,1,2,3,4,0,4,2,2,3,4,2,1,2,1,1,1,3,1,2,3,2,2,3,1,2,3,4,3,4,1,0,5,3,3,3,1,2,2,1,4,2,4,2,1,5,3,1,1,1,3,2,0,2,2,3,0,4,5,0,3,1,4,3,4,3,1,1,1,1,2,3,1,4,2,2,3,2,1,3,3,1,0,1,0,1,0,1,-2,3,-2,0,-2,2,-2,2,-2,2,-2,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,39,m,bachelor,"Систему автоматического управления, но не защитил диплом",0,-2,-2,Самозанятый IT специалист,Самозанятый IT специалист,Москва,NdxlJQSX6V
3,1,3,2,3,1,4,4,2,2,4,2,2,3,3,2,4,2,1,2,2,4,3,1,3,1,3,2,2,2,2,3,2,2,2,2,2,1,3,3,2,3,1,2,3,3,2,2,1,4,2,2,2,2,4,1,2,3,3,2,3,3,2,2,2,4,3,2,3,3,3,2,2,2,2,3,2,3,3,2,1,2,1,1,2,1,1,0,1,0,0,0,1,-2,2,-2,-2,-2,2,-2,2,-2,-2,-2,4,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,65,f,master,инженер,0,-2,-2,-,-,Ульяновск,JVebCg3jvw
3,3,1,1,2,2,1,3,2,2,0,4,3,2,2,3,2,2,4,0,1,4,3,1,2,4,4,1,2,3,4,2,3,4,3,2,4,5,3,2,2,1,0,3,3,3,4,2,3,1,5,3,2,0,2,3,4,2,3,2,0,2,2,5,0,5,5,4,4,5,0,4,5,4,4,5,4,1,4,2,1,2,3,1,1,2,1,1,0,0,1,1,1,3,-2,-2,2,2,3,4,-2,-2,4,4,4,1,1,1,0,0,0,0,0,0,0,-2,3,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,32,m,specialist,Информатик-экономист,0,-2,-2,IT,Начальник отдела,Москва,bFwa1RFcp7
4,3,1,1,3,4,1,3,3,2,0,4,4,3,4,4,3,4,5,2,1,4,3,1,2,4,3,1,4,4,3,2,3,3,4,2,4,5,3,2,4,1,2,2,3,2,4,4,1,1,5,3,1,1,3,4,4,3,3,2,1,3,2,5,0,3,3,4,3,3,2,3,3,2,2,4,3,1,4,2,2,2,2,3,1,2,1,1,1,0,1,1,1,3,0,-2,1,0,3,4,3,-2,3,2,4,1,0,1,0,0,0,0,0,0,0,-2,-2,4,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,1,3,33,m,specialist,Историк-исследователь,0,-2,-2,Образование,Преподаватель,Курган,OUgnPYlwLz
3,3,1,2,3,4,3,3,4,3,0,4,3,2,3,4,2,4,4,1,1,3,3,1,2,5,5,0,5,3,5,5,5,5,2,4,5,5,3,1,5,0,1,2,1,1,5,4,2,1,5,3,3,4,3,4,4,3,3,4,1,3,2,5,0,4,4,4,4,4,0,3,4,4,4,4,4,1,4,2,3,3,3,3,3,3,1,1,1,1,1,1,1,3,2,2,2,2,2,4,3,3,3,3,4,1,0,1,1,0,0,0,0,1,0,-2,-2,4,3,-2,-2,-2,-2,4,-2,-2,0,-2,-2,1,4,34,m,specialist,ИНЖЕНЕР АСОИ,0,-2,-2,Информатика,Учитель,Чайковский,57iNTSlTke
5,5,0,0,3,1,3,3,3,3,0,4,0,2,3,4,3,3,5,0,2,0,3,1,2,5,5,0,5,3,4,3,5,5,4,4,4,5,3,5,2,2,1,3,4,3,2,0,5,1,5,3,3,4,4,3,5,4,4,4,0,4,2,5,0,0,0,4,0,0,5,0,0,0,0,0,3,1,4,2,0,0,0,0,2,0,1,1,0,0,1,0,1,3,-2,-2,3,-2,3,0,-2,-2,0,-2,4,1,1,1,1,0,0,0,0,0,0,-2,3,3,3,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,35,m,master,Юриспруденция,0,-2,-2,Производство,Инженер,Уфа,PTIPJMjK9l
2,3,3,3,2,2,3,2,3,2,0,4,3,3,2,4,4,4,4,3,3,3,3,1,2,4,4,4,4,3,3,4,3,3,3,4,3,5,3,2,2,3,3,2,3,3,4,3,3,1,5,3,3,2,4,4,3,4,3,2,2,3,3,5,0,3,3,2,4,3,3,4,4,4,3,4,3,1,4,2,2,1,2,3,4,3,1,1,0,0,0,0,1,3,-2,-2,-2,-2,3,3,-2,-2,-2,-2,4,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,1,3,26,m,bachelor,Соц.работа,0,-2,-2,Строительство,Медеджер,Москва,tImka2oJfN
4,4,0,0,4,3,3,4,4,5,0,4,2,2,3,5,0,3,1,0,0,3,3,1,2,5,4,0,4,3,4,3,4,5,4,5,4,5,3,2,3,1,1,2,3,2,3,3,2,1,5,3,4,2,3,3,5,4,3,3,0,3,2,5,0,5,4,5,4,5,0,3,5,4,4,5,5,1,4,2,3,3,3,3,2,3,1,1,1,0,1,0,1,3,1,-2,3,-2,2,5,4,-2,5,-2,4,1,0,1,1,1,0,0,0,1,0,-2,-2,4,4,4,-2,-2,-2,5,-2,-2,0,-2,-2,1,4,23,f,school,Школа,0,-2,-2,Фриланс,-,Волгоград,yzsKhZTniG
3,3,2,2,5,3,3,3,4,3,0,4,2,2,4,3,2,2,3,2,2,3,3,1,2,5,5,0,5,5,5,3,4,5,3,5,5,5,3,3,2,2,2,3,3,2,2,2,3,1,5,3,4,2,3,3,5,5,4,4,0,4,1,5,0,3,2,3,2,3,3,2,3,3,2,3,3,1,4,2,3,3,3,2,2,3,1,1,1,1,1,1,1,2,0,0,3,3,3,3,0,3,4,4,4,1,0,1,0,0,0,0,0,0,0,-2,-2,5,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,26,f,bachelor,Бакалавр журналистики,0,-2,-2,IT-технологии,Специалист поддержки,Воронеж,vCoMoN0nxn
3,3,2,2,3,2,3,2,2,3,0,4,3,3,2,3,2,2,3,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,3,2,2,2,3,3,2,2,1,5,2,2,2,2,2,3,2,3,2,2,2,3,5,2,3,3,2,3,3,2,3,2,3,2,3,3,1,4,2,0,2,1,3,0,3,1,0,0,0,0,0,1,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,3,1,1,1,1,0,0,0,0,0,0,-2,3,3,3,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,32,m,bachelor,технолог,0,-2,-2,it,web master,москва,Dz8Be0cKg9
3,2,2,2,1,3,2,4,3,4,0,4,2,2,2,4,2,4,5,1,2,2,3,1,2,4,4,0,2,5,4,4,3,4,2,3,4,5,3,2,3,2,1,2,2,2,3,2,2,1,5,3,3,2,1,5,5,3,3,2,0,3,5,5,0,4,3,3,4,4,1,4,4,4,4,4,4,1,4,2,1,2,2,1,1,3,1,1,0,0,1,0,1,2,-2,-2,3,-2,3,2,-2,-2,2,-2,4,1,0,1,1,1,0,0,0,0,0,-2,-2,3,2,2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,27,f,bachelor,Учитель русского языка и литературы,0,-2,-2,Служба доставки,Оператор,Уссурийск,El5WhPcmov
1,2,3,3,0,2,1,3,3,1,0,4,2,2,2,3,1,1,3,1,1,1,3,1,2,2,3,1,3,1,1,3,3,1,4,0,2,5,3,1,3,0,2,2,2,5,3,4,1,1,5,3,3,1,0,1,3,0,1,3,2,2,2,5,0,2,0,3,1,2,4,2,0,0,1,2,4,1,4,2,2,3,3,3,4,3,1,1,1,0,1,0,0,3,2,-2,3,-2,-2,5,5,-2,3,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,4,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,26,f,bachelor,Туризм,0,-2,-2,Соц защита,Делопроизводство,Екатеринбург,zSzRvhn5DI
3,3,3,3,3,3,2,2,3,2,0,4,5,0,0,2,1,4,5,4,3,3,3,1,2,4,2,2,4,1,3,3,4,5,3,2,4,5,3,1,2,3,3,4,4,4,1,4,0,1,5,3,2,4,2,1,4,3,3,3,3,2,2,5,2,2,1,1,3,1,3,4,3,4,3,1,3,1,4,2,3,1,3,1,3,2,1,1,1,0,1,1,1,3,2,-2,3,3,3,3,4,-2,4,1,5,1,1,0,0,0,0,0,0,0,0,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,1,3,32,m,specialist,Маркетолог,0,-2,-2,Продажи,Директор,Алтай,8mQ67yVVHV
5,4,1,5,2,4,4,4,5,4,0,4,4,4,4,5,3,3,4,4,4,3,3,1,2,4,3,0,3,4,4,5,5,3,4,2,5,5,3,1,1,1,1,2,4,2,1,2,4,1,5,3,5,4,4,4,4,1,4,4,0,4,4,5,0,3,3,3,3,4,2,4,4,1,4,2,4,1,4,2,4,4,4,4,4,4,1,1,0,0,1,0,1,3,-2,-2,3,-2,3,5,-2,-2,5,-2,5,1,1,1,0,0,0,0,0,0,0,-2,4,5,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,34,f,specialist,Менеджер,0,-2,-2,Продажи,Менеджер по продажам,Иркутск,edfP6uPquS
3,3,3,3,3,3,3,3,3,3,0,4,3,3,3,3,3,3,3,3,3,3,3,1,2,4,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,1,5,3,3,3,3,3,3,3,3,3,2,3,3,5,0,2,1,4,2,2,4,1,1,2,1,1,1,1,4,2,3,3,3,2,2,3,1,1,1,0,1,0,0,2,2,-2,2,-2,-2,3,3,-2,3,-2,-2,1,1,1,0,0,0,0,0,0,0,-2,4,4,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,38,m,specialist,Учитель технологии,0,-2,-2,Производство продуктов питания,Оператор,Уфа,oAt4Wh6uC8
3,3,1,2,3,4,3,3,2,3,0,4,3,2,2,5,3,1,4,2,2,3,3,1,2,3,3,1,2,4,4,3,3,4,2,2,3,5,3,3,4,2,2,3,2,3,4,3,2,1,5,3,3,1,2,3,3,1,2,1,2,1,3,5,0,3,2,3,3,3,2,3,3,2,3,3,2,1,4,2,3,2,1,3,1,2,1,1,0,0,0,0,0,2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,30,f,master,коррекционное образование,1,bachelor,Филология,образование,логопед,Воронеж,8jPrxjJBbG
2,2,2,2,1,3,3,4,3,2,0,4,2,1,3,4,1,1,4,1,1,1,3,1,2,3,4,2,3,3,4,4,4,5,4,1,4,5,3,3,1,1,1,1,2,3,1,1,3,1,5,3,3,2,1,3,5,1,3,3,0,2,3,5,0,2,1,1,1,2,4,1,1,1,1,2,2,1,4,2,2,3,3,1,2,3,1,0,0,0,1,1,1,-2,-2,-2,3,3,3,-2,-2,-2,4,4,4,1,0,1,0,0,0,0,0,0,0,-2,-2,4,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,40,m,college,механик,0,-2,-2,грузоперевозки,водитель,кострома,VSZgUioqaq
4,3,1,2,3,3,3,4,3,3,0,4,3,4,4,2,3,3,4,1,3,2,3,1,2,5,5,0,5,5,4,5,4,3,0,2,5,5,3,4,2,1,1,4,5,2,2,1,2,1,5,3,3,2,3,3,4,1,4,4,1,3,1,5,0,4,3,5,3,3,2,3,3,2,3,3,3,1,4,2,1,1,1,1,2,2,1,1,1,0,1,1,1,3,3,-2,2,3,2,4,4,-2,3,2,4,1,0,1,0,0,0,0,1,1,0,-2,-2,3,-2,-2,-2,-2,4,4,-2,-2,0,-2,-2,1,4,71,f,specialist,Инженер-механик,1,bachelor,Преподаватель,-,-,Краснодар,ctActo4w67
0,3,1,0,3,1,1,2,2,2,0,4,0,0,1,3,0,2,4,3,2,0,3,1,2,2,2,2,1,3,0,2,1,3,2,1,1,5,3,0,4,1,3,0,0,2,3,3,3,1,5,3,1,2,0,2,3,2,1,1,1,0,0,5,0,0,0,1,0,1,5,1,3,0,0,2,1,1,4,2,1,2,1,1,3,3,1,1,0,0,0,0,1,3,-2,-2,-2,-2,2,3,-2,-2,-2,-2,1,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,52,f,college,Технолог,0,-2,-2,-,-,Луховицы,fH8DVJctox
2,2,3,3,2,3,3,3,3,2,0,4,2,1,3,2,2,2,3,2,2,2,3,1,3,3,3,2,3,1,3,2,3,2,3,1,1,5,3,1,3,1,1,3,2,3,3,3,1,1,5,3,2,3,1,3,3,1,2,3,3,1,3,5,0,2,2,2,2,2,3,1,2,2,2,2,2,1,4,2,2,2,2,2,1,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,26,f,specialist,ветеринарный врач,0,-2,-2,продажи,продавец-консультант,санкт-петербург,Arf8pib9J0
4,2,1,3,2,3,4,4,3,3,0,4,4,3,3,5,3,3,3,2,2,3,3,1,2,4,4,1,4,5,4,4,4,4,3,2,4,5,3,4,1,1,1,4,4,1,2,1,4,1,5,3,4,4,4,4,4,2,4,4,1,4,1,5,0,3,1,2,1,2,5,1,3,1,2,2,3,1,4,2,1,3,3,1,3,3,1,1,0,0,0,1,1,2,-2,-2,-2,3,1,4,-2,-2,-2,4,4,1,0,1,0,0,0,0,0,0,0,-2,-2,4,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,27,f,specialist,Гос служба,1,specialist,Юрист,Мфц,Главный специалист,Петушки,Z7gazDSeSn
3,3,3,3,2,4,2,2,3,3,0,4,2,3,3,3,2,1,3,2,1,2,3,1,2,4,4,1,4,4,4,4,4,4,2,3,4,5,3,3,2,1,2,3,2,2,2,2,3,1,5,3,3,3,2,3,3,2,2,3,2,3,2,5,5,2,2,2,2,2,4,2,2,1,2,2,2,1,4,3,3,3,3,3,2,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,47,f,master,филолог,1,bachelor,логопед,образование,преподаватель,Ишим,CCLLXZmKFX
3,3,2,3,3,3,3,2,3,3,0,4,3,3,3,3,2,2,2,2,2,3,3,1,2,3,2,2,3,3,2,2,2,2,2,2,3,5,3,3,3,2,2,3,2,2,2,3,3,1,5,3,3,3,2,3,3,3,3,3,3,2,3,5,0,2,3,3,2,2,2,3,3,3,3,3,3,1,4,1,1,2,1,3,2,2,1,1,0,0,0,0,1,2,-2,-2,-2,-2,3,2,-2,-2,-2,-2,3,1,1,0,1,0,0,0,0,0,0,-2,3,-2,3,-2,-2,-2,-2,-2,-2,-2,1,3,2,0,-2,24,m,bachelor,менеджмент,0,-2,-2,-,-,подольск,lG2U0lzjgg
2,3,3,3,2,3,3,3,2,2,0,4,3,3,2,3,3,2,3,3,3,2,3,1,2,3,3,2,3,3,2,3,3,2,1,3,3,5,2,2,3,2,2,2,2,2,2,2,2,1,5,3,3,2,3,3,2,3,2,3,2,3,3,5,0,2,3,3,3,3,2,3,3,3,2,3,3,1,4,2,2,2,2,2,0,2,1,1,1,0,0,0,0,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,1,0,-2,24,m,bachelor,юрист,0,-2,-2,право,помощник адвоката,москва,5Be3ukVGKy
5,4,0,1,4,5,4,5,3,3,0,4,4,4,5,5,4,4,3,1,1,4,3,1,2,5,5,0,5,4,5,3,5,4,3,4,5,5,3,4,2,2,2,4,5,1,2,1,5,1,5,3,4,4,4,1,5,4,4,5,0,4,1,5,0,1,1,3,3,1,3,1,3,1,3,1,3,1,4,2,0,1,1,2,0,2,1,1,0,1,0,0,1,3,-2,3,-2,-2,3,1,-2,1,-2,-2,4,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,42,m,specialist,юрист,0,-2,-2,-,юрист,Саратов,HUgv0Y3ft4
3,3,4,2,3,3,2,3,2,3,0,4,3,2,2,3,3,2,2,3,2,3,3,1,2,3,3,2,2,2,2,3,3,3,2,2,2,5,3,3,2,2,3,2,2,5,3,3,2,1,5,3,3,2,3,0,2,3,1,1,3,2,1,5,0,2,2,2,2,1,1,3,1,3,3,3,2,1,4,2,2,2,3,2,3,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,44,m,postgrad,Экономист,0,-2,-2,-,-,Ростов-на-Дону,97CkjDc1VC
3,2,3,3,2,3,3,3,3,3,0,4,3,3,4,5,3,3,3,2,3,2,3,1,2,5,4,1,4,5,4,4,4,4,3,2,4,5,3,4,1,1,2,3,3,2,1,2,4,1,5,3,3,3,3,3,4,2,4,3,1,4,2,5,0,3,1,1,1,1,4,1,1,1,1,1,1,1,4,2,1,2,1,1,1,1,1,1,0,0,0,1,0,2,-2,-2,-2,2,-2,4,-2,-2,-2,4,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,54,m,college,Механик,0,-2,-2,Охрана,Охраник,Петушки,7j3AIaEFRm
4,4,4,2,3,2,0,2,2,3,0,4,1,2,2,4,2,3,4,2,2,4,3,2,2,5,5,1,4,4,4,4,4,4,3,3,4,5,3,2,5,2,0,2,3,3,4,4,0,1,5,3,4,3,2,4,3,2,2,2,4,2,4,5,0,3,3,4,3,3,4,2,3,1,2,3,3,4,4,2,1,2,1,3,1,1,1,1,0,0,1,0,1,3,-2,-2,3,-2,3,3,-2,-2,3,-2,4,1,1,1,0,0,0,0,0,0,0,-2,3,4,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,25,f,postgrad,Биология,1,bachelor,Педагогика,"Биология, медицина",Лаборант,Ростов-на-Дону,ByQbgttny5
3,2,3,2,3,3,2,3,3,2,0,4,3,3,3,3,3,3,3,3,3,3,3,1,2,2,3,4,3,3,3,3,2,3,2,3,3,5,3,3,2,2,2,2,2,3,2,3,2,1,5,3,2,2,2,3,2,2,3,2,2,2,3,5,2,2,3,3,3,3,2,3,3,3,2,3,3,1,4,1,0,2,0,3,0,4,1,0,0,0,0,0,1,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,4,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,47,m,bachelor,военный,0,-2,-2,-,-,подольск,ODGVYkHeZs
