pr01,pr02,pr03r,pr04r,pr05,pr06,pr07,pr08,pr09,pr10,au01,au02,co01,co02,co03,co04,co05,co06,co07r,co08,co09,co10,au03,au04,au05,ut01,ut02,ut03r,ut04,ut05,ut06,ut07,ut08,ut09,ut10r,ut11,ut12,au06,au07,fa01,fa02r,fa03,fa04,fa05,fa06,fa07r,fa08r,fa09r,fa10,au08,au09,au10,de01,de02,de03,de04r,de05,de06,de07,de08,de09r,de10,de11r,au11,au12,un01,un02,un03,un04,un05,un06r,un07,un08,un09,un10,un11,un12,au13,au14,au15,gt01,gt02,gt03,gt04,gt05,gt06,socnet,vk,fb,tw,in,tt,yt,freqvk,freqfb,freqtw,freqin,freqtt,freqyt,expvk,expfb,exptw,expin,exptt,expyt,dighelp,siri,alice,salut,oleg,alex,mia,mts,ggle,oth,oth_text,expsiri,expalice,expsalut,expoleg,expalex,expmia,expmts,expggle,expoth,expoth_text,selfdrcar,selfdrexp,selfdrsafe,eduai,eduaiexp,age,sex,edulvl1,spec1,edu2,edulvl2,spec2,jobfield,jobpos,city,id
2,2,3,4,3,4,2,4,2,1,0,4,3,0,4,4,1,1,1,0,1,2,3,1,2,4,3,1,3,2,3,4,4,4,3,4,2,5,3,3,1,1,1,3,2,3,1,1,4,1,5,3,3,1,1,3,4,2,3,4,1,2,1,5,0,3,1,1,3,2,4,0,1,3,1,3,2,1,4,2,1,1,3,1,2,1,1,1,0,0,0,0,1,1,-2,-2,-2,-2,3,3,-2,-2,-2,-2,4,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,1,3,37,m,specialist,Товаровед,1,specialist,Финансы,-,-,Энгельс,rJuOLLAnEp
2,2,2,3,2,4,2,3,2,2,0,4,2,2,3,3,2,2,3,2,2,3,3,1,2,3,2,2,3,2,3,2,3,2,3,3,3,5,3,1,3,1,2,2,1,3,3,3,2,1,5,3,3,3,1,3,3,1,3,3,1,1,3,5,0,3,3,3,3,3,2,3,3,3,3,3,3,1,4,2,2,2,2,2,2,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,26,m,college,фельдшер,0,-2,-2,продажи,менеджер по продажам,санкт-петербург,cSzTg5LENR
3,3,2,2,3,5,3,3,4,3,0,4,2,2,3,5,2,5,3,2,2,2,3,1,2,5,5,0,4,3,5,5,5,5,2,4,5,5,3,3,2,0,1,3,2,1,0,1,4,1,5,3,4,2,3,3,5,3,5,4,0,3,2,5,0,5,3,4,2,3,5,1,2,2,1,0,2,1,4,2,2,2,2,2,3,1,1,1,1,0,1,0,0,2,3,-2,1,-2,-2,3,4,-2,3,-2,-2,1,0,1,0,0,0,0,0,1,0,-2,-2,2,-2,-2,-2,-2,-2,3,-2,-2,0,-2,-2,0,-2,49,m,college,машинист крана,0,-2,-2,-,-,Тайшет,Sl2sv2Gqeh
3,2,3,2,1,2,2,4,3,4,0,4,2,2,3,2,2,0,3,2,2,3,3,1,2,2,2,2,3,1,3,2,3,3,4,3,3,5,3,4,2,1,1,3,3,2,1,2,4,1,5,3,3,2,2,3,4,2,3,3,2,2,4,5,0,3,0,0,0,3,5,0,4,2,2,2,2,1,4,2,1,1,1,3,3,1,1,1,0,0,1,1,1,2,-2,-2,0,1,3,3,-2,-2,3,3,3,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,30,f,specialist,Фармация,1,college,сестринское дело,Фармация,Фасовщик,Саратов,vI436RuanV
3,2,1,2,2,2,2,3,3,3,0,4,2,1,2,2,1,1,2,0,0,2,3,1,2,4,4,1,2,3,3,2,3,3,4,2,3,5,3,2,3,1,1,1,1,3,3,3,2,1,5,3,2,1,2,3,3,2,3,3,2,2,2,5,0,4,4,5,4,4,1,3,3,4,3,4,4,1,4,2,2,2,2,2,1,2,1,1,0,0,0,0,1,1,-2,-2,-2,-2,1,2,-2,-2,-2,-2,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,29,f,bachelor,Инженер-конструктор,0,-2,-2,-,-,Казань,a3DFQSxlbN
2,3,3,2,2,2,3,3,2,3,0,4,3,2,3,3,3,3,2,2,3,3,3,1,2,3,3,2,3,3,3,4,3,3,4,3,2,5,3,3,3,0,1,2,0,4,3,2,5,1,5,3,3,2,3,4,5,2,3,2,2,0,2,5,0,2,3,3,2,3,3,2,5,3,3,3,3,1,4,2,1,1,2,3,2,1,1,1,0,0,0,0,1,2,-2,-2,-2,-2,3,1,-2,-2,-2,-2,4,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,22,m,college,Мастер сельхоз производства,0,-2,-2,Грузоперевозки,Водитель,Славгород,yLa0J5HdQd
2,2,3,3,2,2,2,3,2,2,0,4,2,2,3,3,2,2,4,2,2,2,3,1,2,3,3,2,2,1,2,2,3,0,3,2,1,5,3,1,4,1,1,1,1,3,3,2,2,1,5,3,2,1,2,2,2,1,2,2,2,0,3,5,0,2,2,2,2,3,3,2,2,2,1,1,2,1,4,2,1,1,1,1,1,1,1,1,0,0,0,0,0,2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,1,0,0,0,1,0,0,1,0,0,-2,-2,-2,-2,0,-2,-2,0,-2,-2,-2,0,-2,-2,0,-2,47,m,college,сварщик,0,-2,-2,-,-,Белгород,6Xy3M9PQhf
4,3,1,3,2,3,3,4,3,4,0,4,3,4,3,4,1,4,4,1,3,3,3,1,2,5,3,0,1,3,3,4,5,4,4,3,3,5,3,2,4,0,1,2,3,2,4,3,4,1,0,3,3,1,3,3,5,2,2,2,0,2,3,5,0,4,3,4,3,4,2,3,3,2,3,3,3,1,4,2,2,3,3,2,3,3,1,1,0,0,1,0,0,2,-2,-2,3,-2,-2,4,-2,-2,4,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,4,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,45,f,college,учитель начальных классов,0,-2,-2,образование,учитель начальных классов,Казань,t3fREejxx8
3,2,2,3,2,3,1,3,3,4,0,4,3,3,2,3,3,3,4,2,3,1,3,1,2,3,3,2,3,1,3,3,3,3,3,3,1,5,3,3,4,1,3,3,2,2,4,4,1,1,5,3,3,1,1,4,4,1,3,4,1,1,4,5,0,3,3,4,3,3,2,2,3,3,3,3,3,1,4,2,3,3,3,3,3,3,1,1,0,0,0,0,0,1,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,1,0,1,0,0,0,0,0,1,0,-2,-2,3,-2,-2,-2,-2,-2,3,-2,-2,0,-2,-2,0,-2,40,f,bachelor,Экономист,0,-2,-2,-,-,Минск,RnwhJLEcxk
3,2,3,3,4,3,2,3,4,3,0,4,3,2,3,4,1,3,2,2,1,2,3,1,2,5,4,0,3,4,3,4,4,3,2,4,4,5,3,2,3,1,1,2,3,2,4,3,2,1,5,3,3,2,3,3,3,4,3,3,2,2,2,5,0,3,2,2,1,3,3,2,4,3,1,4,3,1,4,2,1,1,0,2,2,1,1,1,0,0,1,0,1,3,-2,-2,3,-2,3,1,-2,-2,4,-2,4,1,1,1,0,0,0,0,0,0,0,-2,4,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,1,3,20,m,school,"9 классов, сейчас заканчиваю учебу в колледже",0,-2,-2,Сфера розничных продаж,продавец-консультант,Казань,pVxySUo9bS
2,2,3,3,2,3,2,3,3,3,0,4,2,3,3,3,2,4,4,1,2,1,3,1,2,3,3,2,3,2,4,3,3,2,3,3,3,5,3,1,4,2,2,2,2,3,3,3,2,1,5,3,2,1,3,5,4,3,4,3,0,2,5,5,0,1,1,3,1,1,3,1,1,1,1,1,1,1,4,2,0,1,2,2,1,1,1,1,0,0,1,0,1,3,-2,-2,3,-2,3,4,-2,-2,4,-2,4,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,31,f,college,Повор,0,-2,-2,Общепит,Повар,Пермь,ZFWVAILhG9
5,3,0,1,3,5,3,5,3,5,0,4,5,5,5,5,5,5,5,2,5,5,3,1,2,5,5,0,3,3,3,5,5,4,2,2,3,5,5,2,0,0,2,3,3,5,5,0,5,1,5,3,5,2,2,0,5,2,4,0,0,3,2,5,0,2,1,0,3,1,0,0,2,1,1,0,4,1,4,2,1,1,2,3,3,3,1,1,0,0,0,0,0,2,-2,-2,-2,-2,-2,4,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,1,4,44,m,school,Токарь,0,-2,-2,Охрана,Охранник,Минеральные воды,tpcBuHTdNU
2,1,3,3,2,2,1,2,3,3,0,4,3,3,2,2,1,3,1,2,2,2,3,1,2,2,2,3,3,3,1,3,2,2,3,2,2,3,3,2,2,2,1,2,3,1,2,3,2,1,5,2,3,2,2,2,1,3,2,2,4,1,2,5,0,3,2,3,2,3,3,4,3,1,2,4,1,1,3,2,1,1,2,1,0,3,1,1,0,0,0,0,0,3,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,26,f,college,бухгалтер,1,college,оператор котельной,_,_,тула,MtESQu4nk5
3,2,2,2,2,2,2,4,2,2,0,4,3,3,3,5,4,3,4,2,2,2,3,1,2,4,4,1,5,2,3,2,5,5,3,3,3,5,3,2,3,4,3,3,3,3,3,2,2,1,5,3,3,2,3,3,3,3,3,2,2,3,3,5,0,3,3,3,3,3,2,3,3,3,3,3,4,1,4,2,2,3,3,2,2,3,1,1,0,0,0,0,1,2,-2,-2,-2,-2,1,4,-2,-2,-2,-2,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,45,m,college,учитель физической культуры и ОБЖ,0,-2,-2,пенсионер,--------------------,Тамбов,jUU2NaFI9k
3,4,1,1,4,4,3,3,3,2,0,4,1,2,1,4,1,2,4,1,1,2,3,1,2,3,4,0,4,3,3,3,4,4,4,4,3,5,3,4,1,1,2,4,3,1,1,1,4,1,5,3,2,3,1,4,1,3,2,4,1,2,2,5,0,3,2,1,2,3,3,2,2,2,2,2,2,1,4,2,3,3,3,2,1,3,1,1,0,0,1,0,1,2,-2,-2,2,-2,3,3,-2,-2,2,-2,1,1,0,1,0,0,0,0,0,0,0,-2,-2,4,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,34,m,bachelor,Журналист,0,-2,-2,"Строительство, Ремонт",Мастер,Краснодар,62v4TBSJgK
4,3,1,2,3,1,3,3,4,2,0,4,3,2,3,3,3,2,3,1,1,3,3,1,2,4,5,0,3,3,5,4,4,4,2,3,4,5,3,3,3,0,2,3,3,1,1,2,3,1,5,3,3,4,3,3,4,3,3,2,1,2,2,5,0,3,2,3,2,3,1,3,4,3,3,2,3,1,4,2,3,3,1,1,3,3,1,1,0,0,1,1,1,3,-2,-2,3,3,3,5,-2,-2,5,5,5,1,0,1,0,0,0,1,0,1,0,-2,-2,4,-2,-2,-2,4,-2,4,-2,-2,0,-2,-2,1,4,26,f,college,страховое дело,0,-2,-2,продажи,оператор,нижний новгород,gHRNg65f44
3,2,3,3,2,3,3,3,2,3,0,4,3,2,3,2,2,2,3,2,3,3,3,1,2,3,3,2,3,3,3,2,3,3,3,3,3,5,3,2,2,1,2,2,2,3,2,3,2,1,5,3,1,0,2,2,4,2,3,2,1,1,3,5,0,4,2,3,3,3,3,3,4,2,2,3,3,1,4,2,3,2,2,3,3,1,1,1,0,0,1,0,1,0,-2,-2,2,-2,2,2,-2,-2,1,-2,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,1,3,23,f,college,Педагог,0,-2,-2,-,-,Самара,Ron5wtZETU
2,3,3,1,2,4,1,3,2,3,0,4,2,2,1,3,1,3,4,2,1,3,3,1,2,5,5,1,3,2,4,2,3,3,4,2,3,5,3,3,2,1,0,3,0,3,3,2,3,1,5,3,3,0,2,3,4,1,4,3,1,2,3,5,0,3,3,2,3,4,3,1,3,2,2,2,3,1,4,2,1,2,2,1,1,1,1,0,0,0,0,0,1,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,4,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,2,-2,-2,0,-2,-2,0,-2,38,m,bachelor,лечебное дело,0,-2,-2,медицина,сотрудник,Череповец,4UTTkH0nJu
3,3,2,1,3,3,3,3,3,3,0,4,3,3,3,4,3,3,3,3,3,4,3,1,2,4,4,1,5,3,4,3,4,5,2,5,5,5,3,3,3,1,1,3,3,0,5,1,3,1,5,3,3,3,3,3,4,3,3,3,0,4,1,5,0,3,3,4,3,3,2,2,3,3,1,3,3,1,4,2,2,2,2,2,3,2,1,1,1,0,0,0,1,3,0,-2,-2,-2,3,3,5,-2,-2,-2,5,1,0,1,0,0,0,0,0,0,0,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,37,m,college,Ремонт железнодорожного пути и путёвого хозяйство,0,-2,-2,Фрилансер,Самозанятый,Россия. Ростовская область. Город Ростов-на-Дону.,zjtCvlvebK
4,4,1,1,3,5,4,4,3,3,0,4,0,3,3,5,4,4,4,0,3,3,3,1,0,5,5,0,5,4,5,4,5,5,4,4,4,5,3,1,3,0,0,3,3,3,1,3,4,1,5,4,3,2,4,4,5,3,4,4,0,3,4,5,0,5,4,3,4,4,1,3,4,3,3,4,5,1,4,0,2,2,2,2,0,3,1,1,0,0,1,1,0,3,-2,-2,3,1,-2,4,-2,-2,4,3,-2,1,0,1,0,1,0,0,1,1,0,-2,-2,4,-2,4,-2,-2,4,4,-2,-2,0,-2,-2,0,-2,36,f,specialist,Юрисконсульт,0,-2,-2,Консалтинг,Юрисконсульт,Вологда,1WjZ4KUvYG
3,3,0,3,3,3,3,3,3,3,0,4,3,3,3,3,4,3,3,2,2,3,3,1,2,4,4,1,4,4,4,4,4,4,4,4,4,5,3,4,2,1,2,4,4,2,2,2,4,1,5,3,4,4,4,4,4,4,4,3,1,3,1,5,0,3,2,4,2,3,3,3,3,3,3,2,3,1,4,2,2,2,2,2,4,2,1,1,1,0,1,0,0,3,1,-2,1,-2,-2,5,3,-2,3,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,43,f,college,Швея,0,-2,-2,-,-,Чкаловск,iOup0E6UGE
3,3,2,2,2,3,3,3,3,3,0,4,3,3,3,3,3,3,5,2,3,2,3,1,2,5,5,0,3,5,5,5,5,3,3,2,4,5,3,5,5,2,2,5,5,5,5,5,5,1,5,3,3,3,3,3,4,3,3,3,0,2,3,5,0,5,3,3,3,3,3,3,3,3,2,3,3,1,4,2,2,2,3,1,1,3,1,1,1,0,1,0,1,3,3,-2,1,-2,0,5,5,-2,5,-2,5,1,1,1,0,0,0,0,0,0,0,-2,5,5,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,54,f,bachelor,инженер-конструктор,0,-2,-2,-,-,Орел,ibxYh4K1oX
3,4,1,1,4,3,3,4,3,3,0,4,3,3,3,5,1,1,5,1,2,2,4,1,2,5,4,1,3,3,3,4,4,3,2,4,4,5,2,3,3,1,2,2,2,2,3,4,0,1,5,3,2,2,3,3,5,4,3,3,0,3,1,5,0,3,3,3,3,3,3,2,2,2,2,3,2,1,4,2,3,3,3,3,1,2,1,0,0,0,1,0,1,-2,-2,-2,2,-2,2,-2,-2,-2,3,-2,3,1,0,1,1,1,0,0,0,0,0,-2,-2,5,4,4,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,51,m,bachelor,ветеринарный врач,0,-2,-2,промышленное производство,слесарь,Кондопога,9TJEgvJPsi
1,1,2,3,0,1,2,2,2,2,0,4,1,0,3,3,0,1,3,3,1,1,3,1,2,4,5,2,2,3,3,3,4,4,2,3,3,5,3,0,3,0,0,0,0,3,4,5,1,1,5,3,2,1,0,3,2,1,1,2,3,2,3,5,0,2,0,4,2,3,2,0,3,0,0,3,2,1,4,2,1,1,3,2,1,1,1,0,1,1,1,0,1,-2,1,3,3,-2,2,-2,1,4,4,-2,3,1,1,1,0,1,0,0,0,1,0,-2,3,3,-2,3,-2,-2,-2,3,-2,-2,0,-2,-2,1,2,40,m,specialist,Учитель английского языка,1,specialist,Менеджмент в сфере туризма,Туризм,Менеджер,Анапа,p6kinCGYar
2,2,3,3,2,3,3,3,3,3,0,4,2,3,2,2,2,3,3,2,2,3,3,1,2,4,4,2,4,2,3,3,4,4,3,2,4,5,3,2,4,1,1,1,2,4,4,4,3,1,5,3,3,2,1,4,3,2,2,2,1,1,3,5,0,3,2,3,3,3,2,3,3,3,2,3,3,1,4,2,3,3,3,3,3,3,1,1,0,0,0,0,0,2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,1,2,42,f,master,инженер,0,-2,-2,транспорт,водитель,самара,RuqfncD5cw
3,3,1,1,1,4,4,3,3,3,0,4,3,4,3,3,2,3,4,2,2,1,3,1,2,4,4,0,4,4,4,4,5,1,2,2,4,5,3,3,3,0,0,3,3,2,2,2,3,1,5,3,3,3,3,1,4,2,4,3,1,3,1,5,0,3,2,3,2,3,3,2,3,2,2,1,2,1,4,2,2,2,2,1,0,2,1,1,1,0,1,0,1,2,2,-2,2,-2,3,4,4,-2,3,-2,5,1,0,1,0,0,0,0,0,1,0,-2,-2,4,-2,-2,-2,-2,-2,4,-2,-2,0,-2,-2,0,-2,61,m,school,нет,0,-2,-2,-----,-----,жигулевск,IvcOmQyR5T
1,1,3,3,1,1,0,2,2,3,5,4,2,0,1,2,1,3,2,2,0,3,3,1,2,3,3,2,3,3,2,3,4,2,2,1,1,5,3,0,4,0,0,1,1,4,5,4,3,1,5,3,2,2,0,1,3,2,2,2,2,1,3,5,0,3,3,4,1,1,4,2,3,3,1,3,3,1,4,2,2,1,2,2,2,1,1,1,0,0,0,1,1,3,-2,-2,-2,1,2,3,-2,-2,-2,3,3,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,48,m,college,строительство и эксплуатация зданий и сооружений,0,-2,-2,не работаю,не работаю,Рязань,l7G4Q4xS8V
2,1,2,4,2,2,2,2,4,2,0,4,1,4,1,1,1,1,4,4,1,4,3,1,2,1,1,2,1,1,1,4,4,1,1,1,4,5,3,1,4,1,1,1,2,1,4,4,1,1,5,3,1,2,1,4,4,2,1,1,0,1,2,5,0,2,3,4,4,3,3,3,3,3,3,3,3,1,4,2,1,3,3,2,1,3,1,1,1,0,1,1,1,3,2,-2,3,3,2,3,3,-2,3,3,3,1,1,1,1,0,0,0,0,0,0,-2,3,4,3,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,29,f,college,Бухгалтер,0,-2,-2,Производство систем охлаждения,Сборщица шкафов автоматики,Киржач,YVVSLbcp13
3,3,1,2,2,3,3,3,3,3,0,4,2,1,3,4,1,2,0,2,3,3,2,1,2,3,4,1,4,3,4,3,3,3,2,2,3,5,3,2,4,0,0,2,3,2,4,4,1,1,5,3,3,1,0,4,5,2,2,3,1,2,4,5,0,3,2,3,2,3,2,1,4,3,3,3,3,1,4,2,1,2,3,3,2,1,1,1,0,0,1,1,1,3,-2,-2,3,3,3,4,-2,-2,2,3,4,1,0,1,0,0,0,0,0,1,0,-2,-2,4,-2,-2,-2,-2,-2,3,-2,-2,0,-2,-2,1,2,34,f,specialist,горный инженер,0,-2,-2,добыча полезных ископаемых,лаборант химического анализа,Железногорск Курская область,dBtvDRJJYT
3,4,2,2,3,4,4,3,3,3,0,4,3,3,3,5,3,3,3,2,2,3,2,1,3,3,3,2,3,4,4,3,4,5,3,4,3,5,3,2,3,2,3,3,2,2,3,3,2,1,5,3,3,2,2,3,2,3,3,3,2,2,5,5,0,1,1,4,1,2,4,2,1,1,2,1,1,1,4,2,1,1,1,1,3,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,4,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,33,m,college,сис админ,0,-2,-2,производство мебели,сборщик мебели,Иркутск,t3XqeUW6wA
3,2,2,3,3,3,3,3,3,3,0,4,4,3,3,3,2,1,4,2,2,3,3,1,2,4,4,2,2,4,3,3,3,3,2,3,3,5,3,4,2,4,2,3,3,3,4,2,3,1,5,3,3,3,4,4,4,3,4,4,1,3,1,5,0,4,4,4,4,4,1,4,4,4,4,4,4,1,4,2,2,2,2,3,3,2,1,1,0,0,1,0,1,3,-2,-2,3,-2,3,4,-2,-2,4,-2,4,1,0,1,1,0,0,0,0,0,0,-2,-2,4,4,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,45,f,specialist,Экономика,0,-2,-2,Производство,Экономист,Бронницы,qx2z1czIyP
3,4,1,1,3,4,3,3,2,3,0,4,2,2,3,5,2,1,3,1,2,2,3,1,2,5,5,0,5,3,4,2,3,4,5,5,3,5,2,3,4,2,1,3,3,3,4,3,3,1,5,3,1,4,3,4,5,4,4,3,0,3,5,5,0,3,3,5,4,4,4,3,3,3,1,4,4,1,4,2,2,2,2,2,4,3,1,1,1,1,1,0,1,3,0,0,0,-2,3,2,3,3,2,-2,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,25,f,bachelor,юриспруденция,0,-2,-2,-,-,Зверево,WeT99tUzeG
3,2,3,3,2,4,4,3,4,4,0,4,2,3,4,4,3,2,3,3,3,2,3,1,2,4,4,0,4,4,4,4,4,3,2,2,4,5,3,1,5,0,0,1,4,1,3,3,1,1,5,3,3,2,1,3,5,2,3,4,1,3,2,5,0,3,3,4,3,3,3,3,4,2,2,3,4,1,4,2,3,3,2,3,4,3,1,1,0,0,0,0,0,2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,1,0,1,0,0,0,0,0,1,0,-2,-2,2,-2,-2,-2,-2,-2,3,-2,-2,0,-2,-2,0,-2,54,f,bachelor,учитель русского языка и литературы,0,-2,-2,-,-,Таганрог,NXV8LYthfP
2,3,2,3,2,2,3,3,2,3,0,4,2,2,3,3,2,2,4,2,2,3,3,1,2,3,3,2,2,3,2,2,3,4,3,2,2,5,3,2,3,2,2,2,2,3,4,4,2,1,5,3,3,2,1,1,3,2,2,3,1,2,4,5,0,3,3,3,2,2,3,3,4,3,2,3,3,1,4,2,1,2,2,2,3,0,1,1,0,0,1,0,1,3,-2,-2,3,-2,3,5,-2,-2,5,-2,5,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,39,f,bachelor,Юрист,0,-2,-2,Социальная,Инспектор,г. Миасс,zhkne19RKA
4,3,1,1,3,4,3,4,4,4,0,4,1,3,3,5,0,4,5,1,1,4,3,1,2,5,5,0,5,5,5,5,4,5,1,4,4,5,3,1,5,1,1,1,3,2,5,5,1,1,5,3,3,3,3,1,4,3,4,4,1,3,2,5,0,4,2,3,2,2,4,2,3,3,2,2,4,1,4,2,1,2,1,1,3,3,1,1,0,0,0,0,1,3,-2,-2,-2,-2,3,1,-2,-2,-2,-2,4,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,41,m,specialist,Инженер,1,specialist,Экономист,Безопасность,Специалист,Ярославль,aVwSrNhrwQ
3,3,2,2,3,3,2,3,3,4,0,4,2,2,4,3,1,2,4,1,1,2,3,1,2,4,4,1,4,1,4,4,5,4,1,3,4,5,3,1,3,1,1,1,3,2,3,3,1,1,5,3,2,2,2,4,5,3,3,4,0,2,2,5,0,4,3,4,3,3,2,1,3,3,1,4,5,1,4,2,1,3,1,2,3,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,0,0,0,0,0,0,0,-2,4,4,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,18,m,school,школьник,0,-2,-2,-,-,Кизнер,C1hCP6GdAi
3,2,2,1,2,2,1,3,3,3,0,4,3,3,4,5,3,3,5,2,3,3,3,1,2,4,4,3,2,5,4,4,5,2,2,4,3,5,3,1,4,1,1,0,2,4,3,4,3,1,5,3,1,2,1,2,3,2,3,3,1,1,4,5,0,4,3,3,3,4,1,4,3,3,2,4,3,1,4,2,3,3,3,2,3,3,1,1,1,0,1,0,1,3,1,-2,3,-2,3,3,3,-2,3,-2,4,1,1,1,0,0,0,0,0,0,0,-2,3,4,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,60,m,college,техник - строитель,0,-2,-2,-,-,Томск,iAXONy9s9K
3,4,1,1,3,3,3,3,3,3,0,4,3,3,3,4,3,3,3,4,3,2,3,1,1,4,3,2,3,3,3,3,3,3,3,3,3,5,3,3,4,1,4,3,3,2,3,3,2,1,5,3,3,3,1,4,1,1,3,4,3,1,3,5,0,4,4,3,3,3,3,1,3,1,3,3,3,1,4,1,0,1,2,1,3,4,1,1,0,0,0,0,1,1,-2,-2,-2,-2,2,3,-2,-2,-2,-2,4,1,1,1,1,0,0,0,0,1,0,-2,3,3,3,-2,-2,-2,-2,4,-2,-2,0,-2,-2,0,-2,50,m,college,Технолог,0,-2,-2,—,—,Мариинск,WLXinkAQgY
3,2,2,2,3,3,2,1,2,2,0,4,0,2,2,3,0,2,5,2,1,2,3,1,2,4,3,2,4,4,3,5,4,2,2,2,4,5,3,3,1,0,4,3,2,3,2,2,4,1,5,3,3,0,2,2,2,3,2,0,4,3,3,5,0,2,2,2,2,1,4,2,2,1,3,3,2,1,4,2,0,0,0,2,3,0,1,1,0,0,0,0,0,3,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,31,f,specialist,менеджмент организации,1,college,специалист по туристическим услугам,"продажа кухонной мебели, дизайн",руководитель салона,Пермь,TYESeRLpLx
1,2,3,3,0,3,1,3,2,3,5,4,2,3,1,3,2,2,4,3,2,2,3,1,2,4,3,2,2,2,3,4,4,2,2,1,3,5,3,1,4,2,1,1,1,3,4,3,2,1,5,3,1,1,1,2,3,1,2,2,2,0,2,5,0,3,2,4,2,3,2,1,2,1,2,3,2,1,4,2,1,1,1,1,1,2,1,1,1,0,1,1,1,3,1,-2,3,3,3,4,1,-2,5,5,5,1,0,1,1,0,0,0,0,1,0,-2,-2,4,4,-2,-2,-2,-2,4,-2,-2,0,-2,-2,0,-2,30,f,college,Бухгалтер,0,-2,-2,Охранная деятельность,Контроллёр,Полысаево,sHlsaC5oln
