pr01,pr02,pr03,pr04,pr05,pr06,pr07,pr08,pr09,pr10,co01,co02,co03,co04,co05,co06,co07,co08,co09,co10,ut01,ut02,ut03,ut04,ut05,ut06,ut07,ut08,ut09,ut10,ut11,ut12,fa01,fa02,fa03,fa04,fa05,fa06,fa07,fa08,fa09,fa10,de01,de02,de03,de04,de05,de06,de07,de08,de09,de10,de11,un01,un02,un03,un04,un05,un06,un07,un08,un09,un10,un11,un12,gt_score,gt01,gt02,gt03,gt04,gt05,gt06,age,sex,edulvl1,e_dighelp,PR,CO,UT,FA,DE,UN,TAIA,GT
3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,3,3,4,3,3,2,3,3,3,2,3,3,3,3,2,2,2,3,3,3,3,2,3,3,3,3,2,3,2,3,3,3,3,3,4,3,3,3,3,3,3,0,0,0,0,0,0,0,36,f,specialist,NA,28,27,32,26,28,37,178,0
4,4,3,3,3,4,3,4,3,3,4,3,4,4,4,4,1,2,1,3,3,4,4,1,3,4,5,4,4,3,3,3,3,0,4,4,2,3,3,2,3,1,4,3,2,2,5,3,3,3,5,3,2,4,4,3,3,4,4,2,3,3,3,4,3,2.6666666666666665,3,3,3,1,3,3,47,f,college,3,34,29,38,25,33,40,199,2.6666666666666665
2,3,2,3,2,2,3,3,2,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3,3,1,3,2,3,2,0,1,2,0,1,2,3,5,3,2,3,1,5,2,3,2,3,0,3,2,3,3,2,3,2,2,5,3,3,3,3,1.6666666666666667,1,1,2,3,2,1,22,m,college,NA,25,25,33,19,26,34,162,1.6666666666666667
4,4,3,4,1,2,4,4,3,5,4,4,3,4,4,5,0,2,3,5,4,4,3,4,4,4,4,5,4,3,4,4,4,1,2,4,3,4,3,1,3,4,4,5,2,1,5,2,3,4,5,4,4,3,2,4,4,4,1,3,4,2,4,4,3,3.3333333333333335,3,3,4,4,3,3,25,f,bachelor,4,34,34,44,29,38,38,217,3.3333333333333335
3,4,4,2,4,4,4,4,4,4,4,4,4,5,3,4,1,3,3,4,5,4,4,2,3,5,4,5,4,1,4,4,3,2,1,4,3,3,3,1,4,4,1,4,2,2,4,3,4,2,4,3,3,4,3,4,4,4,2,3,4,4,2,4,4,2.5,2,3,3,1,3,3,30,m,bachelor,4,37,34,44,28,30,42,215,2.5
3,3,2,2,2,3,3,3,3,3,2,2,3,3,3,3,3,2,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,1,1,2,1,2,1,2,1,1,3,2,1,1,1,1,3,3,1,1,1,2,3,2,1,3,3,2,3,1,2,3,2,1.6666666666666667,2,1,2,1,2,2,25,f,bachelor,NA,27,22,30,13,17,27,136,1.6666666666666667
2,1,3,1,2,2,2,2,4,2,1,4,1,1,1,1,1,4,1,4,1,1,3,1,1,1,4,4,1,4,1,4,1,1,1,1,1,2,4,1,1,1,1,2,1,1,4,2,1,1,5,1,3,2,3,4,4,3,2,3,3,3,3,3,3,2.1666666666666665,1,3,3,2,1,3,29,f,college,3.3333333333333335,21,18,22,14,21,36,132,2.1666666666666665
4,4,5,3,1,3,3,3,3,3,3,2,4,5,2,1,1,1,3,1,5,5,5,5,5,3,5,5,4,2,2,5,4,3,1,2,3,2,4,3,2,4,3,3,4,1,4,1,3,3,4,2,5,3,2,4,1,4,1,2,3,1,2,1,2,2.5,3,3,3,1,4,1,41,f,specialist,4,32,22,49,28,32,26,189,2.5
4,4,5,5,4,3,3,4,4,5,2,2,3,5,0,3,4,0,0,3,5,4,5,4,3,4,3,4,5,1,5,4,2,2,1,1,2,3,3,2,2,2,4,2,3,2,5,4,3,3,5,3,3,5,4,5,4,5,5,3,5,4,4,5,5,2.8333333333333335,3,3,3,3,2,3,23,f,school,4.25,41,18,46,20,35,54,214,2.8333333333333335
2,3,2,5,2,3,2,2,0,4,1,1,3,3,0,0,0,1,1,0,3,4,4,3,3,3,3,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,0,0,1,2,3,2,2,1,2,0,3,3,2,3,3,3,1,3,1,3,1,3,3,2.3333333333333335,2,2,3,3,1,3,49,m,college,3,25,10,32,21,14,29,131,2.3333333333333335
4,3,3,3,4,4,4,5,4,4,3,4,4,4,4,4,2,2,3,4,4,4,5,4,4,4,1,3,4,4,4,4,3,1,2,4,2,3,3,1,1,2,4,3,4,1,3,3,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3.5,3,3,4,4,4,3,32,m,college,5,38,32,41,22,36,47,216,3.5
3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,2,2,2,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,39,m,bachelor,NA,28,27,32,26,29,35,177,2
4,2,4,2,2,3,4,4,3,3,4,3,3,5,3,3,2,2,2,3,4,4,4,4,5,4,4,4,4,2,2,4,4,4,1,1,4,4,4,3,4,4,4,4,4,1,4,2,4,4,4,4,4,3,1,2,1,2,0,1,3,1,2,2,3,2.3333333333333335,1,3,3,1,3,3,27,f,specialist,4,31,28,43,33,38,21,194,2.3333333333333335
3,2,3,2,2,1,2,3,3,3,2,2,2,3,2,1,1,1,1,3,3,3,4,4,1,2,3,3,2,2,2,3,1,1,1,1,1,2,2,1,1,2,2,2,3,2,1,2,2,2,1,2,1,3,3,4,3,3,3,2,3,2,3,3,2,1.3333333333333333,1,1,1,1,1,3,33,f,bachelor,1,24,17,30,13,18,34,136,1.3333333333333333
2,3,3,3,2,3,2,3,3,2,2,2,2,3,2,2,1,3,3,2,5,3,3,3,5,2,2,3,3,0,2,2,1,3,1,1,3,3,3,3,3,3,3,2,3,2,3,2,2,3,3,3,1,5,5,3,3,5,3,4,4,3,4,5,5,2.6666666666666665,2,3,3,3,3,2,44,f,college,2,26,21,33,24,25,49,178,2.6666666666666665
2,2,2,2,2,3,2,3,3,3,2,3,3,3,2,4,1,1,2,1,3,3,3,3,2,4,3,3,2,2,3,3,1,1,2,2,2,2,2,2,2,2,2,1,3,0,4,3,4,3,5,2,0,1,1,3,1,1,2,1,1,1,1,1,1,1.1666666666666667,0,1,2,2,1,1,31,f,college,NA,24,21,32,18,27,15,137,1.1666666666666667
2,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,1,2,2,3,3,3,3,2,3,2,2,3,4,2,2,2,2,2,2,2,2,2,2,1,1,2,3,2,1,4,3,2,2,3,4,2,1,3,3,3,2,2,2,3,4,3,2,3,3,1.6666666666666667,1,2,2,2,3,0,39,f,bachelor,3,25,21,29,18,23,33,149,1.6666666666666667
3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,2,3,3,4,4,4,4,5,3,4,3,4,5,3,5,5,3,2,1,1,3,3,5,0,4,3,3,3,3,2,4,3,3,3,5,4,4,3,3,4,3,3,3,2,3,3,1,3,3,2.1666666666666665,2,2,2,2,3,2,37,m,college,2,31,29,46,25,35,34,200,2.1666666666666665
2,3,3,2,2,2,3,3,2,2,3,2,2,4,2,2,2,2,2,2,3,3,3,3,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,3,2,2,2,3,2,1,1,3,1,1.5,1,1,2,1,1,3,42,f,specialist,NA,24,21,28,20,21,25,139,1.5
2,2,3,1,3,3,2,3,2,2,1,1,2,1,1,1,1,1,1,1,2,2,2,3,2,2,3,3,2,2,3,3,1,1,1,1,1,2,1,0,0,3,2,2,2,4,3,2,2,1,3,1,3,2,2,3,2,3,1,2,2,2,2,3,2,2.1666666666666665,2,2,2,2,3,2,47,f,school,2.3333333333333335,23,10,27,11,21,26,118,2.1666666666666665
4,4,4,4,3,5,4,4,2,4,4,4,4,4,4,4,2,0,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,2,1,4,4,4,4,1,4,3,4,4,4,1,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,2,2,2,2,2,1,3,45,m,college,5,38,32,45,30,39,46,230,2
1,2,2,2,0,2,1,3,3,1,2,2,2,3,1,1,2,1,1,1,2,3,4,3,1,1,3,3,1,1,0,2,1,2,0,2,2,2,0,2,1,1,3,1,0,4,3,0,1,3,3,2,3,2,0,3,1,2,1,2,0,0,1,2,4,3,2,3,3,3,4,3,26,f,bachelor,4,17,14,23,13,19,18,104,3
2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,3,3,3,2,2,3,2,3,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,3,3,3,3,3,3,2,3,2,3,3,3,1.6666666666666667,2,2,2,2,1,1,43,m,college,2,20,20,26,22,20,34,142,1.6666666666666667
