pr01,pr02,pr03,pr04,pr05,pr06,pr07,pr08,pr09,pr10,co01,co02,co03,co04,co05,co06,co07,co08,co09,co10,ut01,ut02,ut03,ut04,ut05,ut06,ut07,ut08,ut09,ut10,ut11,ut12,fa01,fa02,fa03,fa04,fa05,fa06,fa07,fa08,fa09,fa10,de01,de02,de03,de04,de05,de06,de07,de08,de09,de10,de11,un01,un02,un03,un04,un05,un06,un07,un08,un09,un10,un11,un12,gt_score,gt01,gt02,gt03,gt04,gt05,gt06,age,sex,edulvl1,e_dighelp,PR,CO,UT,FA,DE,UN,TAIA,GT
3,2,3,1,1,4,4,4,3,2,3,2,2,4,2,2,1,1,3,3,4,4,3,3,4,3,4,4,3,1,3,1,2,2,1,1,2,3,2,1,1,2,4,3,3,1,3,2,4,4,3,3,3,3,3,4,2,3,3,2,3,3,3,3,2,3.1666666666666665,3,3,3,3,4,3,19,f,bachelor,3,27,22,36,17,32,34,168,3.1666666666666665
3,2,3,3,2,3,2,3,1,2,3,2,3,3,2,3,1,2,2,2,3,3,3,3,1,2,2,4,3,2,2,3,2,2,1,1,1,2,2,2,2,2,2,0,2,2,3,1,2,2,3,0,3,3,2,4,4,3,3,1,3,3,2,3,3,1.8333333333333333,1,1,3,2,3,1,38,m,college,3,24,22,29,17,18,34,144,1.8333333333333333
1,4,1,4,1,1,1,1,1,3,2,2,4,4,2,1,1,2,2,2,5,5,4,4,4,3,3,2,2,0,2,4,1,1,2,1,1,1,1,4,1,1,1,1,2,4,0,1,2,4,5,2,1,3,4,4,2,3,3,3,3,3,2,3,3,1.6666666666666667,1,1,1,2,2,3,34,m,master,NA,18,21,38,14,19,36,146,1.6666666666666667
5,4,5,4,4,5,5,4,3,5,5,3,4,5,4,4,2,1,5,4,5,5,5,4,4,5,4,5,3,2,3,5,4,3,1,1,5,5,3,3,4,4,4,3,2,2,5,4,4,3,5,4,4,3,1,2,1,3,1,1,1,1,1,1,4,1.8333333333333333,1,1,3,3,1,2,42,m,bachelor,4.25,44,35,48,33,38,20,218,1.8333333333333333
3,3,1,2,3,3,3,3,3,4,4,3,4,3,4,4,2,3,4,4,4,4,2,3,4,4,4,4,5,1,4,4,3,2,1,3,2,3,3,2,3,3,4,4,5,2,5,3,4,3,4,4,0,4,4,4,4,4,5,3,5,4,3,3,3,2,2,2,2,2,3,1,37,f,specialist,NA,28,33,42,25,36,46,210,2
4,3,4,3,4,4,3,4,3,4,3,3,3,3,2,2,1,1,1,2,4,4,5,3,2,5,4,3,4,1,5,3,4,4,1,2,4,4,4,3,4,4,3,3,3,1,5,4,3,3,4,3,4,3,3,3,1,4,2,3,4,3,3,3,4,2.3333333333333335,1,2,3,3,2,3,20,f,bachelor,3,36,20,42,34,35,36,203,2.3333333333333335
2,3,2,3,2,2,1,2,3,2,2,2,3,4,2,3,1,2,2,3,3,2,3,2,3,2,2,3,3,2,2,2,2,2,2,1,2,2,1,1,2,1,2,0,2,2,2,1,2,2,2,0,2,1,1,2,1,1,1,1,2,2,1,2,1,1.8333333333333333,1,2,2,1,3,2,26,f,master,3,22,23,27,16,15,16,119,1.8333333333333333
3,2,4,2,1,3,3,4,3,4,3,1,3,1,3,1,0,0,1,2,5,5,5,0,5,5,5,5,4,2,3,5,2,1,1,1,2,3,2,1,1,4,4,3,2,0,5,2,3,2,5,2,3,5,3,5,3,5,2,1,3,3,3,3,3,2.8333333333333335,2,3,3,3,4,2,37,f,college,3,29,15,47,18,31,39,179,2.8333333333333335
3,3,4,4,1,3,3,3,2,3,3,3,3,3,2,2,2,1,1,3,5,5,5,5,4,3,4,3,4,5,4,4,3,3,0,1,3,3,3,1,0,4,3,3,1,2,4,1,3,4,4,3,2,3,2,2,4,3,1,1,4,1,1,3,4,1,1,2,1,1,0,1,20,m,bachelor,2.5,29,21,46,21,28,29,174,1
4,4,1,4,2,5,3,4,4,4,1,2,2,4,1,2,0,1,1,1,5,5,5,4,2,4,3,3,3,2,2,4,1,2,1,2,1,3,3,1,2,2,4,2,1,1,5,3,4,3,4,3,4,4,4,4,4,4,3,3,4,4,3,4,4,1.5,1,1,2,1,2,2,33,m,specialist,2.5,35,15,40,18,33,45,186,1.5
3,3,3,4,2,2,2,3,3,3,3,4,3,4,1,3,1,2,2,2,5,3,4,4,3,3,4,3,3,4,3,3,2,1,2,1,2,3,3,1,1,3,2,3,2,1,4,4,3,3,3,3,2,4,2,3,3,4,0,3,4,4,3,4,3,1.8333333333333333,1,1,2,2,3,2,33,m,school,2,28,24,38,19,29,37,175,1.8333333333333333
3,3,3,3,3,3,3,3,3,4,2,3,3,5,1,3,0,1,2,3,5,3,3,5,5,3,3,4,3,2,3,3,2,2,2,2,2,4,3,2,2,3,3,3,3,2,3,4,4,4,2,3,3,4,3,5,3,3,3,3,5,4,4,5,5,1.8333333333333333,1,2,2,3,1,2,17,f,college,NA,31,23,40,24,32,47,197,1.8333333333333333
1,1,2,2,1,1,0,2,2,3,2,0,1,2,1,3,3,2,0,3,3,3,3,3,3,2,3,4,2,3,1,1,0,1,0,0,1,1,1,0,1,3,2,2,0,4,3,2,2,2,3,1,2,3,3,4,1,1,1,2,3,3,1,3,3,1.6666666666666667,2,1,2,2,2,1,48,m,college,3,15,14,28,8,19,28,112,1.6666666666666667
3,3,2,2,4,4,1,4,3,3,2,3,3,4,3,3,2,2,3,2,3,4,4,3,1,4,3,3,1,2,3,3,1,1,2,1,1,2,2,1,2,2,2,2,1,0,4,2,4,2,4,1,0,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,3,2,2,2,33,m,college,NA,29,25,32,15,22,22,145,2
1,2,2,2,2,3,3,3,4,3,3,3,3,2,2,2,2,3,2,3,2,2,2,3,3,1,3,3,3,2,3,3,2,3,1,1,2,3,3,4,2,3,3,4,3,2,3,2,4,1,3,3,2,2,3,3,3,3,3,2,3,2,3,2,2,2,2,2,2,2,2,2,31,f,master,NA,25,23,28,24,28,31,159,2
2,3,3,1,1,2,2,3,2,2,2,3,3,2,1,3,2,2,3,2,3,3,3,1,2,2,3,3,2,3,2,3,2,2,2,2,3,2,2,3,2,2,2,2,2,3,4,2,2,3,4,2,1,3,2,3,2,3,1,2,2,1,2,2,4,2.1666666666666665,1,2,3,2,3,2,47,m,college,NA,21,21,27,22,24,27,142,2.1666666666666665
2,2,3,2,3,3,4,3,1,3,2,2,3,4,2,3,2,3,2,3,3,3,3,2,3,5,4,4,5,3,3,3,3,2,1,1,2,2,2,2,2,3,0,0,1,3,0,2,4,1,0,1,3,2,2,3,3,2,3,3,3,2,2,3,3,2.3333333333333335,2,2,2,2,4,2,42,f,college,2,26,24,38,20,12,31,151,2.3333333333333335
3,3,3,2,3,3,3,2,3,3,3,3,3,3,2,2,3,2,2,3,3,2,3,3,3,2,2,2,2,3,2,3,3,2,2,2,3,2,3,3,2,3,3,3,2,2,3,3,3,3,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3,1.8333333333333333,1,2,1,3,2,2,24,m,bachelor,3,28,23,27,25,26,33,162,1.8333333333333333
3,4,5,4,2,2,4,4,3,4,2,1,4,5,1,3,1,1,1,4,5,5,5,4,5,4,5,5,5,4,2,4,4,2,0,0,2,3,3,2,3,3,4,2,4,1,4,1,4,2,5,3,3,4,3,5,3,4,4,3,4,3,4,4,4,1.5,1,1,1,1,2,3,52,m,master,4,35,22,49,22,32,45,205,1.5
1,2,4,4,2,3,2,4,2,4,3,4,4,4,3,1,1,2,2,3,4,4,2,4,2,4,1,4,4,1,3,4,3,4,3,2,3,3,1,3,1,2,4,1,2,2,4,3,3,2,4,2,2,1,4,4,1,1,1,1,1,1,1,1,1,2.6666666666666665,3,3,3,2,2,3,34,m,specialist,NA,28,26,36,25,27,18,160,2.6666666666666665
4,4,3,4,2,5,3,4,5,4,3,1,4,5,1,2,4,0,1,3,5,5,5,5,4,5,3,4,4,2,3,5,3,2,0,2,2,3,3,4,3,2,3,2,2,1,5,3,5,3,5,3,4,3,0,3,2,3,2,0,3,3,0,3,3,2.1666666666666665,1,2,3,3,1,3,22,f,college,NA,38,20,48,24,35,25,190,2.1666666666666665
3,3,3,3,0,4,2,3,3,3,2,2,2,3,2,2,2,2,2,2,4,4,3,4,2,4,2,2,3,2,3,2,2,4,1,1,2,2,3,3,3,3,2,2,2,3,4,0,5,3,4,3,3,3,3,3,2,3,1,2,3,4,3,3,3,1.8333333333333333,1,1,2,2,3,2,32,f,school,4.5,27,19,33,24,28,33,164,1.8333333333333333
3,3,3,3,3,2,2,3,4,2,3,3,3,4,2,3,3,2,1,1,4,3,4,3,4,3,3,3,4,3,3,4,3,4,1,3,3,1,4,2,2,3,2,2,3,2,4,2,1,3,4,1,1,3,1,2,1,2,2,1,3,1,1,1,3,1.3333333333333333,1,1,1,1,3,1,19,f,bachelor,NA,28,22,38,26,23,21,158,1.3333333333333333
3,3,2,3,1,5,4,4,5,3,4,2,4,4,3,4,0,5,2,4,4,2,4,1,3,4,4,3,1,1,4,4,1,0,4,0,4,5,0,0,0,1,4,4,5,1,5,0,5,4,5,5,3,1,2,4,2,4,1,1,2,4,4,4,4,3.5,3,4,4,4,4,2,35,m,school,4,33,32,34,15,40,33,187,3.5
3,5,3,2,3,5,4,4,5,3,3,4,4,5,3,4,0,2,2,3,5,5,4,2,3,5,5,4,4,2,4,3,4,0,1,2,3,4,2,1,4,3,4,2,4,1,5,2,5,2,5,1,4,4,5,5,3,5,3,4,5,2,5,5,5,2.5,2,1,3,4,3,2,23,f,bachelor,3.6666666666666665,37,30,44,24,34,51,220,2.5
3,2,3,3,3,3,3,3,2,2,1,1,3,3,2,3,2,2,2,2,3,3,3,2,3,3,3,4,3,3,3,2,1,3,4,1,3,4,3,3,2,3,3,2,2,2,3,3,3,3,4,3,3,3,2,3,2,3,2,2,2,3,2,3,3,1.3333333333333333,0,0,2,1,2,3,24,f,bachelor,4.5,27,19,32,27,29,30,164,1.3333333333333333
4,3,4,3,2,4,4,4,4,2,2,3,4,3,2,2,1,2,2,2,5,5,4,3,5,4,3,4,5,2,2,4,3,3,2,2,4,4,3,3,3,3,2,4,4,2,5,2,3,4,3,2,3,3,1,1,2,3,1,1,1,1,1,3,2,2.1666666666666665,1,1,3,3,2,3,33,f,specialist,3,34,22,44,30,32,20,182,2.1666666666666665
3,3,3,3,1,2,3,3,2,1,2,2,3,3,2,2,3,1,1,1,4,4,3,4,2,3,3,3,4,1,4,4,2,2,2,2,2,2,2,2,3,3,2,2,1,2,4,2,3,3,4,2,3,3,2,1,2,3,1,0,3,2,2,1,3,2.1666666666666665,1,3,3,1,3,2,24,m,school,2,24,17,38,22,26,23,150,2.1666666666666665
3,2,4,4,3,3,2,2,3,4,4,4,3,4,1,1,0,1,1,3,4,3,5,3,5,4,2,4,4,3,3,4,3,3,2,3,4,3,4,2,3,3,4,3,3,2,4,3,3,3,5,3,4,3,3,4,3,3,4,2,3,3,4,3,3,2.6666666666666665,3,3,3,3,1,3,45,m,college,4,30,22,41,30,35,38,196,2.6666666666666665
2,3,2,3,2,3,2,2,3,3,2,2,2,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,2,2,3,2,1.3333333333333333,1,2,1,1,2,1,27,f,college,NA,25,20,32,20,26,33,156,1.3333333333333333
2,1,4,0,2,3,1,2,0,1,0,4,3,3,2,4,0,4,2,3,4,3,3,5,2,5,3,3,4,2,2,0,1,0,1,1,0,2,0,0,1,1,0,1,0,0,5,1,3,4,4,1,0,2,2,2,2,2,1,2,4,2,2,0,2,2.1666666666666665,0,1,2,3,3,4,22,m,college,2,16,25,34,7,19,23,124,2.1666666666666665
5,5,0,0,5,5,5,5,5,5,5,5,5,5,4,5,0,5,5,5,5,5,1,5,5,5,5,5,5,0,5,4,5,0,4,5,5,5,0,0,0,5,5,5,5,0,5,5,5,5,0,5,0,5,5,5,5,5,0,5,5,5,5,5,5,2.1666666666666665,2,3,3,2,2,1,34,f,college,NA,40,44,50,29,40,55,258,2.1666666666666665
5,4,5,4,2,5,3,4,4,5,4,3,4,5,2,2,0,1,2,5,5,5,5,5,5,4,5,5,5,3,3,5,2,2,0,1,3,3,2,2,2,1,3,2,3,1,5,2,4,4,5,2,1,4,4,3,3,4,4,3,3,3,3,3,5,1.5,0,2,2,1,2,2,30,m,college,5,41,28,52,18,31,42,212,1.5
2,1,2,2,0,4,3,3,4,2,2,3,2,3,2,3,2,3,3,3,5,3,3,2,2,3,3,4,3,2,0,3,2,1,0,2,2,2,2,1,2,2,3,2,2,3,5,0,1,3,5,2,3,0,0,3,0,0,0,0,0,0,1,0,1,3,3,3,3,3,4,2,55,f,college,4,23,24,31,16,26,5,125,3
2,2,2,2,1,3,2,2,2,1,1,1,2,2,1,2,3,2,1,2,2,2,3,3,1,3,2,1,2,1,2,3,2,2,1,1,2,1,2,2,2,2,1,1,2,2,2,1,1,3,2,1,2,3,3,4,2,3,3,3,3,2,2,3,3,1.6666666666666667,1,2,3,2,1,1,45,f,school,3,19,14,24,17,16,34,124,1.6666666666666667
2,1,2,2,2,2,1,2,3,3,3,3,2,2,1,3,4,2,2,2,2,2,2,3,3,1,3,2,2,2,2,2,2,3,2,1,2,3,4,3,2,2,3,2,2,3,1,3,2,2,1,1,3,3,2,3,2,3,2,4,3,1,2,4,1,1.3333333333333333,1,1,2,1,0,3,26,f,college,2,20,20,24,24,20,30,138,1.3333333333333333
3,1,4,2,1,2,1,3,2,0,1,1,0,4,0,0,5,1,0,1,3,3,4,3,1,2,2,3,1,2,1,3,2,2,1,1,2,2,1,2,2,2,3,2,3,4,3,0,2,1,3,0,3,3,2,3,3,3,2,1,3,1,3,4,4,2.5,0,3,1,3,4,4,25,f,bachelor,3.3333333333333335,19,8,26,17,20,32,122,2.5
3,3,2,3,2,2,2,3,3,4,2,3,2,3,2,2,1,2,2,2,3,3,3,3,2,2,2,3,3,2,2,3,2,3,1,2,2,2,3,3,3,3,3,2,3,2,3,2,1,2,3,2,2,3,3,3,2,2,2,2,3,3,2,3,3,2,2,2,2,2,2,2,35,m,specialist,3,27,20,29,24,23,31,154,2
2,3,3,3,2,3,2,3,3,3,1,3,3,3,3,3,1,2,1,2,4,3,3,3,3,3,3,3,2,2,2,2,3,3,2,0,3,3,3,3,3,3,3,2,2,1,3,2,3,1,2,2,3,3,3,2,4,4,2,3,3,3,2,1,3,2.8333333333333335,2,3,4,2,3,3,28,f,bachelor,3,27,21,31,26,23,33,161,2.8333333333333335
3,2,4,2,0,5,4,3,4,5,2,1,3,5,1,0,3,4,1,0,5,5,5,5,5,5,5,5,5,3,0,5,4,4,0,0,4,1,0,5,4,5,3,1,2,1,2,0,5,2,1,0,0,4,0,0,0,0,0,3,3,0,0,0,4,2.5,2,3,3,3,1,3,42,f,specialist,4.666666666666667,32,17,50,27,16,14,156,2.5
2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,2,2,2,3,3,3,2,3,3,3,2,2,3,3,3,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,37,m,school,3,22,18,33,24,27,25,149,2
3,3,4,2,3,3,3,3,3,3,2,2,2,2,1,3,3,1,2,2,5,4,5,4,4,4,3,4,3,2,3,3,3,4,2,2,3,3,3,4,4,3,2,2,2,3,4,3,3,2,5,4,3,2,3,2,2,3,2,2,2,2,2,2,2,1.3333333333333333,1,1,2,3,0,1,32,f,specialist,3,30,17,42,31,30,26,176,1.3333333333333333
4,2,2,3,2,1,1,2,3,4,2,2,3,4,2,1,3,1,1,1,3,2,3,3,1,2,3,4,3,1,1,0,3,2,1,2,2,1,1,3,1,2,1,1,1,2,2,0,2,2,2,0,1,3,1,4,3,4,2,1,1,1,1,2,3,2.3333333333333335,2,3,2,1,3,3,39,m,bachelor,NA,24,17,25,18,12,26,122,2.3333333333333335
3,3,3,4,2,3,1,3,3,1,3,1,3,4,2,3,2,2,2,2,5,5,5,4,5,3,3,3,4,2,3,3,3,2,0,0,3,3,2,2,2,3,2,1,1,2,3,2,2,3,2,2,2,2,2,2,3,3,1,2,3,2,1,2,3,2,2,2,2,2,1,3,52,f,specialist,NA,26,22,43,20,20,26,157,2
2,2,2,3,2,3,2,3,3,3,3,2,4,4,4,3,1,4,5,2,3,3,3,3,2,2,2,3,3,2,1,1,4,2,4,4,4,3,2,1,1,3,3,3,4,1,3,3,4,3,1,3,2,2,3,2,2,2,3,3,3,3,2,3,3,2.8333333333333335,3,3,3,2,3,3,43,m,college,3,25,31,26,28,29,31,170,2.8333333333333335
2,2,2,2,1,1,1,2,3,3,2,2,1,3,1,2,1,1,2,2,2,2,2,2,2,1,2,4,2,1,2,1,1,2,0,0,0,1,2,2,2,1,3,1,2,3,2,1,1,2,2,1,1,3,2,1,2,2,2,1,3,1,1,2,2,2.1666666666666665,1,1,3,2,4,2,30,f,specialist,3,19,16,22,11,16,22,106,2.1666666666666665
3,4,1,3,3,4,3,4,3,3,3,3,4,3,4,3,3,4,4,3,3,4,2,4,4,4,4,4,3,2,3,4,2,2,2,3,3,2,1,3,1,5,3,3,3,2,4,4,2,3,2,4,3,2,2,3,4,3,1,3,3,3,2,3,4,2.5,2,3,3,2,2,3,31,m,college,NA,31,31,39,24,31,33,189,2.5
4,4,4,5,3,5,5,4,2,3,3,2,3,4,3,3,3,3,3,3,5,5,5,5,5,3,2,2,5,2,3,3,3,4,0,0,3,2,3,1,5,3,3,2,1,2,4,2,3,1,5,2,2,4,4,4,3,4,5,1,4,4,2,4,4,1.3333333333333333,1,1,1,2,1,2,21,f,college,4,39,27,43,24,25,43,201,1.3333333333333333
2,3,2,5,3,4,2,3,1,3,0,1,1,4,1,1,0,3,1,3,3,2,2,3,1,4,2,1,3,0,3,2,3,3,1,1,3,2,3,3,3,4,2,1,0,2,3,4,4,2,2,2,2,3,3,4,3,3,3,3,3,3,4,3,3,1.8333333333333333,2,2,3,1,1,2,25,m,college,3,28,15,26,26,22,38,155,1.8333333333333333
1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,2,4,2,1,0,1,1,0,3,2,1,1,1,2,2,3,3,2,3,1,2,4,1,3,2,1,1,3,4,1,3,4,2,2,3,1,2,4,3,1,3,1,1,3,1.6666666666666667,1,1,2,2,2,2,20,m,school,3,16,9,16,20,25,26,112,1.6666666666666667
3,3,2,2,3,3,3,4,3,3,4,4,2,3,2,4,2,3,4,3,3,4,2,3,3,3,3,4,3,2,3,4,3,2,4,3,4,3,2,1,2,3,4,3,4,2,4,4,3,3,2,3,2,3,3,4,4,3,2,4,4,4,4,4,3,1.8333333333333333,2,2,1,2,1,3,32,m,bachelor,2.3333333333333335,29,29,35,27,32,42,194,1.8333333333333333
2,2,2,2,0,1,1,3,2,1,2,3,2,4,3,3,1,4,2,3,4,3,4,3,4,3,3,3,2,1,1,4,1,1,1,0,1,1,2,1,1,2,1,0,0,1,4,0,0,1,4,1,0,3,2,3,2,1,1,1,3,0,1,1,3,1,1,1,1,1,1,1,39,f,bachelor,2,16,26,34,11,11,21,119,1
1,2,4,3,1,2,1,2,2,2,1,2,1,1,2,2,3,2,2,1,3,2,3,1,2,2,1,1,2,3,1,3,1,4,1,2,2,1,3,2,2,2,2,3,4,2,4,2,2,1,4,3,4,1,1,1,2,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,30,f,specialist,NA,20,14,21,20,29,18,122,2
2,2,2,2,1,2,2,2,3,2,0,2,3,4,1,1,2,2,1,1,3,3,3,3,3,3,3,4,4,3,2,2,1,2,0,1,2,1,3,2,2,3,2,1,0,2,2,0,2,3,1,0,1,2,1,3,1,2,1,1,3,1,1,1,2,2.1666666666666665,2,2,3,1,3,2,59,m,master,NA,20,15,33,17,12,19,116,2.1666666666666665
3,2,2,2,2,4,4,3,4,4,2,3,4,4,3,2,2,3,3,2,4,4,5,4,4,4,4,4,3,3,2,4,1,0,0,0,1,4,4,2,2,1,3,2,1,2,5,2,3,4,4,3,3,3,3,4,3,3,2,3,4,2,2,3,4,3,3,3,2,3,4,3,54,f,bachelor,2.5,30,26,42,15,30,36,179,3
3,2,3,3,1,2,1,2,1,2,2,1,3,2,1,2,4,3,1,2,2,1,3,2,3,2,2,1,2,4,2,2,2,4,1,2,2,2,4,2,3,2,1,1,2,3,2,2,3,2,3,2,3,2,2,4,4,2,2,3,3,3,3,2,3,2.6666666666666665,3,2,3,2,3,3,44,m,postgrad,NA,20,17,22,24,21,33,137,2.6666666666666665
3,2,3,2,3,3,1,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,3,0,3,2,3,3,1,2,3,3,1,4,4,3,2,1,0,2,3,3,3,3,3,2,3,4,2,2,3,3,3,3,3,2,3,2,3,2,2,2,2,2,1,3,53,f,master,2.5,26,25,30,27,23,33,164,2
3,2,3,2,2,3,2,3,3,3,3,3,3,3,3,3,1,3,3,2,3,3,4,3,3,2,3,3,2,2,3,3,2,2,2,1,2,2,1,2,2,3,2,0,2,2,3,2,3,3,4,2,1,3,4,4,3,1,2,2,2,3,1,2,4,1.8333333333333333,2,1,1,1,3,3,50,m,specialist,3,26,26,32,19,22,31,156,1.8333333333333333
4,4,4,4,3,5,3,4,3,3,3,3,4,3,2,3,1,3,3,4,5,5,4,4,4,5,2,4,5,2,3,2,1,1,1,2,2,3,4,1,1,1,2,3,1,2,4,3,4,1,4,3,4,4,4,4,4,4,4,3,4,1,4,4,4,1.3333333333333333,1,1,1,1,1,3,48,f,specialist,3,37,28,43,17,29,44,198,1.3333333333333333
3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,3,2,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,2,2,2,3,3,3,3,2,3,3,3,3,3,3,2,2,1,4,2,2,1,1,1,2,1,1,1,2.6666666666666665,3,3,3,2,2,3,38,m,specialist,4,28,27,33,26,29,19,162,2.6666666666666665
3,2,2,3,3,3,2,3,3,2,3,3,3,3,3,3,2,3,3,3,2,3,1,3,3,3,3,2,3,3,3,3,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,3,3,3,3,3,3,3,2,3,3,1.5,0,2,0,3,0,4,47,m,bachelor,NA,26,27,29,23,22,34,161,1.5
4,2,2,1,3,1,2,5,3,5,3,3,4,3,5,3,1,2,2,3,4,5,5,1,4,5,3,3,5,2,4,3,3,4,2,2,3,4,1,0,2,4,3,1,2,1,5,1,1,3,3,4,0,2,2,5,2,2,1,2,2,0,2,2,3,1.6666666666666667,0,1,2,1,3,3,39,f,bachelor,3,28,28,42,25,23,25,171,1.6666666666666667
4,4,5,3,5,5,5,4,1,0,5,4,3,5,2,4,0,0,3,0,5,5,5,5,5,5,0,5,5,5,5,2,4,3,0,4,5,4,5,5,5,5,2,2,0,0,5,3,5,2,5,3,5,4,0,5,4,4,2,0,4,4,4,4,3,0.3333333333333333,0,0,1,0,1,0,47,f,college,4,36,26,47,40,32,38,219,0.3333333333333333
3,1,3,3,1,5,3,3,3,4,3,1,4,3,3,2,2,1,1,2,4,4,4,3,4,3,4,3,3,4,2,1,4,4,1,0,4,3,3,3,3,4,3,4,2,2,4,2,3,3,4,1,3,1,2,3,2,1,1,0,2,1,1,1,1,2.1666666666666665,2,3,3,2,1,2,30,f,college,3,29,20,35,29,29,16,158,2.1666666666666665
3,2,4,4,3,2,2,3,3,1,2,3,3,4,2,2,1,1,1,2,4,4,4,4,3,2,1,3,3,1,3,3,4,3,0,1,3,2,5,3,4,3,1,1,3,1,5,3,2,2,5,3,2,4,2,1,3,2,2,1,2,3,2,1,3,2,1,2,2,1,3,3,35,m,specialist,3,27,20,34,28,27,26,162,2
4,3,4,1,3,4,4,4,3,3,3,3,3,5,4,3,2,2,2,3,5,3,3,3,3,3,3,5,4,3,5,4,0,2,2,1,2,1,2,0,0,1,4,4,3,1,4,4,4,4,3,4,1,3,3,3,4,3,1,4,3,4,3,4,4,2.5,1,3,3,3,2,3,49,f,bachelor,3,33,28,41,11,35,39,187,2.5
3,3,4,4,3,3,3,3,3,4,3,3,3,4,3,3,2,1,3,3,3,4,2,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,2,2,4,3,3,3,3,1,4,3,4,4,4,3,4,4,4,4,4,4,1,4,4,4,4,4,4,1.8333333333333333,2,2,2,1,2,2,24,m,bachelor,3,33,26,33,28,35,45,200,1.8333333333333333
2,3,3,3,2,3,3,4,2,3,1,2,2,3,1,3,1,2,1,2,4,5,5,4,4,3,4,2,4,4,2,2,3,4,1,1,3,3,3,3,4,5,1,2,2,1,5,2,2,3,5,3,3,1,1,3,0,2,1,0,3,0,1,2,3,1.3333333333333333,1,1,2,0,2,2,25,f,school,NA,28,17,39,30,28,17,159,1.3333333333333333
4,3,4,4,3,4,1,3,3,2,4,3,4,4,3,4,0,2,1,4,4,3,4,4,4,3,2,3,3,1,2,4,2,1,1,2,2,3,3,1,1,1,1,1,3,1,4,3,3,2,4,3,3,3,3,4,3,3,3,3,3,2,2,4,3,2,2,2,2,3,1,2,33,m,specialist,4,31,29,36,17,27,36,176,2
3,3,2,4,3,4,3,3,3,4,2,1,3,3,1,1,1,0,0,1,5,4,5,3,3,4,4,4,4,2,5,5,4,2,0,0,4,3,4,3,3,3,3,1,2,2,5,3,3,3,5,3,4,4,4,4,4,4,4,4,4,4,4,5,4,2,1,2,2,3,3,1,33,f,master,3.75,32,12,46,26,32,49,197,2
4,5,1,1,1,5,3,4,4,3,3,5,5,5,4,5,0,0,4,5,5,4,1,5,3,4,5,4,5,1,1,4,3,1,4,4,3,2,0,2,2,1,4,3,4,1,1,2,4,3,2,1,2,4,5,5,5,5,4,4,5,4,5,4,5,1.1666666666666667,1,1,0,1,3,1,42,m,master,3,31,36,41,22,26,55,211,1.1666666666666667
3,3,3,3,3,4,3,4,3,3,4,3,4,5,3,4,1,1,3,4,5,5,5,4,3,5,3,4,5,2,3,4,3,3,2,3,3,4,3,3,4,3,3,3,3,1,5,3,4,5,5,3,4,4,5,4,4,5,4,4,5,4,4,5,4,2.5,1,2,3,3,3,3,26,m,college,4.666666666666667,32,31,46,31,38,52,230,2.5
4,5,4,3,5,5,4,4,4,5,3,4,5,5,2,5,1,2,2,4,5,5,4,4,2,5,5,5,5,1,5,5,4,4,2,3,4,5,4,4,5,3,4,5,5,1,5,5,4,5,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,1.6666666666666667,1,1,2,0,2,4,19,f,college,5,43,32,50,38,43,60,266,1.6666666666666667
0,2,3,3,2,1,2,2,3,2,3,2,2,2,3,3,5,1,2,2,0,2,2,2,0,0,0,3,1,3,0,0,0,5,2,2,0,3,4,5,3,0,0,1,0,3,0,0,0,0,5,0,5,0,2,2,2,0,3,0,0,0,2,0,0,1,0,1,0,1,1,3,25,m,school,4,20,20,10,24,11,11,96,1
2,4,4,4,2,3,3,3,3,1,1,2,1,3,1,1,2,3,1,2,4,3,5,3,3,4,3,3,3,2,1,2,3,4,0,0,3,1,3,2,2,2,3,1,1,2,3,2,3,2,4,3,3,2,1,3,1,3,1,2,3,1,2,3,3,1.5,1,1,2,1,3,1,53,f,specialist,NA,29,15,34,20,25,25,148,1.5
1,1,3,2,0,1,2,2,2,2,1,0,3,3,0,1,2,3,1,1,4,5,3,2,3,3,3,4,4,3,3,3,0,2,0,0,0,0,2,1,0,1,2,1,0,2,2,1,1,2,2,2,2,2,0,4,2,3,3,0,3,0,0,3,2,1.5,1,1,3,2,1,1,40,m,specialist,3,16,13,37,6,15,22,109,1.5
